document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
9ba01928-2b66-422a-a141-a1a84cc4a9a5,2022-12-12 12:41:00,-3,6,0.8
0849f3ac-ca75-4e5f-ada7-f97f787775d0,2022-12-12 15:27:54,-7,-3,0.8
aa2b0ded-f7c7-4728-a744-5fcf47961cfb,2022-12-12 16:02:40,-4,2,0.6
12775134-b1e6-4e49-b287-ced36b25da7a,2022-12-13 10:10:00,-2,5,0.75
6d6ea558-4e12-4360-8bed-fda272fe818d,2022-12-13 10:16:52,-1,2,0.6
e6d46827-a7ba-4a6e-80dd-7e8ed846792f,2022-12-13 12:11:36,-5,-3,0.6
c8eba9d2-aed3-4324-bc57-4ec6fbd02383,2022-12-14 01:58:55,-5,4,0.8
13e28f80-5472-47a1-bc4f-0221a9e64f7c,2022-12-14 06:00:00,-5,-2,0.6
98e2a13f-0de3-4b69-b016-e3c6968bca2b,2022-12-14 08:11:46,-5,2,0.8
4dbd8f0c-0e0d-477f-92b1-a917577f246c,2022-12-14 12:51:09,-4,2,0.6
d67194f4-9ebc-4dff-9f0e-b1da47e35e9a,2022-12-14 14:34:20,-5,-3,0.8
5a866f21-6825-43e7-8ce4-0d58b3fb5d42,2022-12-14 18:30:00,-2,5,0.6
8d446e5a-43e6-4511-bd05-6b2e913f516a,2022-12-15 06:53:01,-5,-3,0.8
3d0c0ae4-caf3-4f67-a30d-689aaff83e3a,2022-12-15 07:06:30,-2,5,0.6
aa2d58e1-3e7c-40b0-8c8c-ec82fac01987,2022-12-15 08:51:03,-4,6,0.65
1d69580a-7dfb-4896-ae2d-e60ff1e4a8b9,2022-12-15 12:13:00,-6,-3,0.6
932cdd02-f7af-440e-b7f0-2b4f0ebe9ac7,2022-12-15 13:42:09,-5,-3,0.8
434c7a4a-2676-4a4d-9c17-e270954cadd7,2022-12-15 14:55:57,-5,6,0.9
b4bbd268-ff6e-4a4a-b8e8-61ce8157a676,2022-12-15 15:07:06,-6,-4,0.9
46707f89-0c72-424a-8620-967982625061,2022-12-15 16:00:00,-3,6,0.75
defe0231-e607-401f-83b8-126cd985dc53,2022-12-15 20:51:58,-5,-7,0.9
0d4b364c-c043-45de-adba-93df4302cd67,2022-12-16 07:30:00,-7,-2,0.8
ef970d9d-8f7d-4234-838d-fb62654e7255,2022-12-16 12:30:00,-5,-3,0.6
17bc9199-e63a-433a-90b5-103c56571718,2022-12-16 14:33:00,7,8,0.9
a879a0f4-e9ab-4ad6-b7cd-1891b9ddbd85,2022-12-16 17:29:01,-5,3,0.6
9e1efb12-eedd-4a0e-b0f1-5ca5f35682a5,2022-12-16 22:07:20,-8,-5,0.9
3e4ee83e-a429-4fb0-8450-aabcd192fb30,2022-12-17 18:56:49,-4,7,0.9
