document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
aa9a894f-76d5-4d45-ad12-79f65bb6c4c4,2023-07-24 06:00:00,-2,7,0.95
0275befc-24db-4563-af2c-b1be07ee748e,2023-07-24 11:05:37,-7,-5,0.9
baab74b2-3383-431c-aa3c-b42be716355b,2023-07-24 14:00:00,-7,-5,0.8
e232efbe-62ba-4395-8df0-8e76107b1493,2023-07-24 20:18:02,-5,2,0.75
6a7a513a-24d9-456e-b29c-1dd46f375399,2023-07-25 06:03:13,-4,3,0.9
c14e6873-c1af-48c4-ab5b-32c135b8c6be,2023-07-25 08:04:38,-1,3,0.8
5c941888-c7ae-4b78-9ac7-29489002b89e,2023-07-25 08:55:00,-2,1,0.4
f9744191-9afa-4cb6-8f2a-17f9f948a542,2023-07-25 13:00:12,-5,-2,0.6
326a8ee2-ce04-481e-8586-2f519f9b9c42,2023-07-25 13:28:44,6,4,0.9
5b6691f5-ec3f-45c6-a298-f3c507be6e02,2023-07-25 13:30:00,-4,2,0.9
b06e64c2-2c36-4a4c-a60e-4a5cc08e8835,2023-07-25 13:33:46,-3,4,0.75
bda31fd5-a959-43c8-aff8-1f5378844036,2023-07-25 22:00:00,5,7,0.9
d13b573e-e738-4b71-848a-60810559b794,2023-07-26 05:14:34,-4,2,0.6
19479a2a-4979-4553-b893-5d0f68cf95df,2023-07-26 06:33:00,-6,-8,0.9
fbc18f40-31aa-4432-9d0f-dac9d4302553,2023-07-26 07:27:54,-5,-2,0.6
dddd185d-ecb8-4cd4-8927-3f4b757b6a5d,2023-07-26 07:45:00,-4,-7,0.6
08bf2581-d15e-46cd-9514-bd4052264dc1,2023-07-26 08:13:51,-2,5,0.8
f5ac7ece-38a7-4860-a6f8-9d78f86b5ec3,2023-07-26 09:27:36,-5,-3,0.6
fdbe741d-fd49-49a8-b5e5-f0da5b6e033c,2023-07-26 11:10:43,-8,-5,0.9
3ef4acd2-af70-479c-a490-478199bb6a8f,2023-07-26 13:30:05,-7,4,0.9
2ad0c97e-5cf4-4a68-b4ee-71c1483f22f6,2023-07-26 13:49:41,-2,5,0.75
76c0b7c1-c131-416e-8d19-1500b4a3ce7f,2023-07-26 14:42:00,-2,3,0.6
d905a751-61cb-4777-8eae-ecb357ab4ed1,2023-07-26 15:28:00,-8,-6,0.9
2c6f5f26-366b-40b0-b9b3-b68912492951,2023-07-26 17:12:00,-5,-7,0.1
0c9507e7-e6fd-4c10-a2dd-a9f35e49218b,2023-07-27 07:53:20,-7,-4,0.8
419759d9-9b51-44e9-9084-86b3d65d4afd,2023-07-27 17:11:00,-6,4,0.8
3a713a04-a05b-4729-8b6a-d57a69d97255,2023-07-28 07:28:36,-7,-5,0.9
9e0f43eb-e0e0-41a3-9eb0-6a01098fc92e,2023-07-28 08:28:00,-5,-4,0.6
c8cfff35-1da7-433f-9008-c1f280eaafc7,2023-07-28 13:59:00,-6,-8,0.9
9363d924-4c14-409d-a3f3-d91412a9759c,2023-07-28 15:28:58,-7,-3,0.9
764a640a-fb70-4f27-a2f5-911e334180bc,2023-07-28 16:07:16,-2,5,0.8
1531ebbe-cca3-4143-9494-41fd423ff411,2023-07-30 09:55:34,-5,3,0.85
