document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
07dd917a-1435-4c51-bd80-1696dbe5f56b,2024-04-29 07:11:03,-2,7,0.9
5ece4c7d-4777-4fed-b73e-97bbdf28616e,2024-04-29 09:34:15,-9,-5,0.95
ecd17330-213a-499d-97dc-433e8f0af723,2024-04-29 12:29:08,-5,3,0.65
1fe2d0da-aa8d-4519-ba00-b986ceac11d1,2024-04-29 17:07:02,-5,4,0.6
cb49e04e-c880-49a7-bc75-7462720d6bc4,2024-05-02 07:41:04,-2,4,0.6
f01c703c-8568-4656-be62-fd6af8c2ee41,2024-05-02 08:37:23,3,5,0.9
a4402530-b8da-4d21-a4b9-335a414fe23f,2024-05-02 09:26:00,-1,8,0.9
168c0059-5c15-476e-b614-fe714bcbaec7,2024-05-02 10:58:00,-5,-3,0.8
b871b9e6-51b8-4e6b-97a4-8aeb3ca155ad,2024-05-02 20:40:00,-2,1,0.8
ecabde85-61f6-4fab-98d5-b98f6a92b107,2024-05-02 21:18:26,-5,-7,0.8
b7a8d3f5-426e-4580-916a-6301a02719e6,2024-05-03 06:09:04,-5,-3,0.75
4f029888-8f50-4419-91e0-17f15a143954,2024-05-03 07:58:52,0,5,0.8
477ca1c4-5615-4c1f-ba94-5b556c8ad086,2024-05-03 10:48:00,8,4,0.9
295a2fa7-ca7d-40cf-878a-8d5cd90cb6ed,2024-05-03 11:52:00,-5,3,0.8
37a9a6ec-176f-4588-a270-c0b06971a078,2024-05-03 12:07:50,-7,-5,0.9
fcb2eae8-d0cf-4f2e-9097-c9e9239d4ac5,2024-05-03 15:17:00,-5,3,0.8
5d42c05f-b1d0-4c4e-a21b-ed651a52b30b,2024-05-03 18:41:00,-4,5,0.6
8565c8e4-3b73-4989-9461-9b9bcae033c3,2024-05-03 19:00:00,-1,5,0.8
edad0ec9-9b05-4fd9-8a8f-207b12496ca0,2024-05-04 09:36:49,2,-5,0.8
86acb4e9-1b20-428b-9688-f2a7955bacfa,2024-05-05 16:00:00,5,7,0.9
