document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
22403cf6-84e6-4faf-b0fb-fbd4753da3c7,2024-08-12 07:23:43,-5,6,0.75
029b1dcc-78eb-4b0c-82c1-238889ef7222,2024-08-12 08:34:00,-5,-3,0.6
d9751e11-f6fc-4c13-b857-938a3bcc752c,2024-08-12 10:25:50,-5,3,0.8
824da390-837c-460b-9b59-59e9114091e5,2024-08-12 13:55:28,-2,5,0.95
a931116d-16b7-4d51-b785-1afafb748754,2024-08-12 14:45:00,-1,5,0.8
be2f43e2-eab5-4d66-8cb6-5c3bd86e81fb,2024-08-12 18:01:00,-2,3,0.6
06e432fd-7f25-41c0-ac7d-973a84bb6697,2024-08-12 20:20:07,-5,-3,0.6
9e0be6f7-9994-422e-8567-64c78e55918a,2024-08-13 10:12:00,-8,-7,0.9
81903683-b626-4d0c-a2c4-918deda494a3,2024-08-13 14:44:21,-5,-8,0.9
1c7197a3-e0e8-4308-afa4-6a51a5f4c71f,2024-08-13 16:00:00,-5,-3,0.8
93ce2b35-e165-48f1-a5d1-db2ca08889ae,2024-08-13 16:00:00,-2,5,0.75
a2705d30-3314-41ee-8fdc-5a724c180404,2024-08-13 16:00:00,8,7,0.95
598c9ba1-4ae9-4799-bfe8-1740d4ea07d5,2024-08-13 20:25:30,-1,3,0.8
802b8769-67e3-4eb1-99c3-5becfb9a0c18,2024-08-13 22:16:24,-8,-7,0.9
b1241487-2492-4fc0-ab58-4d4dbc6a1c52,2024-08-14 05:40:00,-5,-3,0.6
f272f5cd-dcbd-482f-a6cc-6a64cd08ff25,2024-08-14 07:01:35,-2,5,0.9
cf347db3-128a-47fa-8030-32afee0a1786,2024-08-14 12:01:00,-5,3,0.75
4f4520ef-86a7-40ed-85b8-58639d7aaf97,2024-08-14 13:13:41,3,6,0.9
da7c2a94-56ab-4659-ad1d-12d662e42a04,2024-08-14 14:51:00,-5,-7,0.9
23281f21-50aa-4149-bf98-868bdb21bcaf,2024-08-15 03:11:25,-5,-3,0.75
ce943b47-752e-4974-b78b-a0f8d45614b5,2024-08-15 05:50:00,-3,7,0.8
0679a1df-7f30-4197-84dc-2ef1cf6746bd,2024-08-15 12:39:00,-8,-4,0.9
12d6b265-62f7-4016-8e80-079a7392adba,2024-08-15 13:18:00,-3,-6,0.9
730109d6-a3a1-4fae-b63c-bebc8fa89392,2024-08-15 16:01:00,-5,-7,0.8
e1c8c4b2-c179-4d86-8273-3e15460dc512,2024-08-15 20:15:05,-1,6,0.9
4bcac413-e87b-4d6d-b070-fdd0157b7e46,2024-08-16 03:46:00,-1,5,0.8
e9f2614f-1ca1-4a93-b159-71f51ab53515,2024-08-16 09:03:00,-8,-5,0.9
ff5181d0-259d-47cb-a0ea-46ce91f47d49,2024-08-16 11:44:49,-3,6,0.75
8815b061-af9f-4725-b3a4-655b7c3ac8b5,2024-08-16 12:18:19,-8,7,0.9
f1e41a88-b930-4889-8754-c232c6744112,2024-08-16 12:30:36,-5,3,0.8
d3533b23-652a-4b32-9eca-9789fa1da558,2024-08-17 16:02:00,-7,-5,0.9
66cf4eab-2098-4e7f-abe6-befa8dd5b1f1,2024-08-18 10:35:46,-5,-7,0.9
baec26f2-a0dc-41f1-82df-4d3fc45286bd,2024-08-18 16:00:22,-5,7,0.8
