document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
58648960-3fb4-4ea2-a954-9eae9f38eeb6,2024-03-25 04:06:08,-5,-3,0.8
bc2b4693-14c7-4029-838a-54ed6be5ff45,2024-03-25 09:11:00,-1,5,0.9
e7781f13-6625-46a8-9ca5-9a7b1d45edff,2024-03-25 12:05:14,-8,-6,0.9
654fde19-f9be-412f-b3d9-00f7cac74570,2024-03-25 13:21:15,-1,8,0.9
89f74a61-4197-4250-a7f7-1b703d10ac63,2024-03-25 15:28:03,-7,-3,0.95
b6cdae9f-dafc-4d0d-8642-7b24fc331f60,2024-03-26 04:30:00,-5,-7,0.8
8f1e7238-2e08-4c82-b85b-0ecb0202eb95,2024-03-26 05:37:00,-8,-7,0.95
eea2aa76-b898-46f9-a6d6-cf06d474ff55,2024-03-26 07:05:00,-1,6,0.8
271b3449-43c6-42a5-a902-7ab2929cb5ae,2024-03-26 09:20:35,-6,-4,0.85
9bd1ae35-6637-43e2-8ebf-2238b1d59b82,2024-03-26 10:29:00,8,6,0.9
70765610-cc7f-4e08-be75-9e663520c7ef,2024-03-26 10:35:00,-3,7,0.8
f38a5d4d-ceb9-4af1-a8a4-1423321da963,2024-03-26 11:14:18,-2,6,0.9
5c27ec7f-9408-4f62-8f68-1a9779777abb,2024-03-26 17:23:00,-7,-3,0.85
ddd841f0-2898-48d2-b0cf-710734682932,2024-03-26 19:06:00,-3,6,0.6
dfdc1761-eacb-4fe9-ab68-a8b3d577f248,2024-03-26 21:38:00,3,7,0.9
4bf6c413-8462-48e7-844a-a2ed390dafde,2024-03-26 21:57:26,-6,-7,0.9
d8ac0f95-44a3-46cd-a2a8-944fe8166cfc,2024-03-27 08:25:00,8,5,0.95
86816023-9926-4e51-a10d-e293454b773b,2024-03-27 09:01:00,-7,-3,0.8
162a6a31-b534-4453-a853-e474b603715a,2024-03-27 09:04:01,-5,5,0.8
4c8befd2-8242-4be2-9ad2-5bd27fe442fc,2024-03-27 09:08:23,-5,1,0.8
f372e39a-2bea-406a-8258-9a5bab6283ef,2024-03-27 09:50:00,-5,-3,0.8
f9f485c9-a9f6-4515-b0bf-204ad8218a77,2024-03-27 09:54:47,-8,-6,0.9
bc4f71ed-b26a-4287-8ba9-ba40905beef5,2024-03-27 10:08:28,-5,1,0.65
2314718d-f01d-493d-a311-167ea52bce84,2024-03-27 12:00:00,-5,-8,0.9
81e52c8b-dbb9-4c2a-a00e-2d8fe37d89d0,2024-03-27 12:02:00,-7,-4,0.9
2f0e77b1-8b70-48c5-b25f-06af43bbebf4,2024-03-27 12:58:13,-5,-3,0.75
e43a682b-2764-4384-b5ad-98be7a9af81d,2024-03-27 15:45:00,-7,-4,0.9
cc665154-b0ac-4aac-a4d0-764fcdb1c745,2024-03-27 16:34:49,-8,-6,0.9
ff31d004-6774-449a-890f-28890504443f,2024-03-27 16:51:36,-2,5,0.9
58d5f4b3-583f-4a1b-a33d-50ca40305bfb,2024-03-27 19:48:52,-1,5,0.6
cd461b35-6eaf-41a7-b205-404c8a392a73,2024-03-28 07:38:26,-2,5,0.8
0cadfd7b-5741-4273-918e-844cf56f92c9,2024-03-28 07:43:00,-2,1,0.4
54c551d8-0d6d-4fc3-b8fc-1b937a92bb7b,2024-03-28 08:00:00,-6,-2,0.8
c62bb523-c395-41a3-bd73-7788e03f70ea,2024-03-28 08:28:18,-2,5,0.6
7f4b66c7-2ab8-4ee6-95af-8638dbabdcab,2024-03-28 11:23:15,-5,3,0.6
d67a263d-b6c3-4ffa-aca6-93eeeeabd561,2024-03-28 12:00:00,-7,-6,0.9
7ed7ec19-af0e-427d-97d9-77a31ea8e5f8,2024-03-28 12:30:04,-2,5,0.6
6e26b2a1-d738-46d9-9d9f-83fd36a145b4,2024-03-28 15:04:46,-1,5,0.75
665c51b7-8740-4145-b916-0440a3c4e6d0,2024-03-29 05:04:48,-5,-2,0.7
e1a0f61e-bc45-4ed5-be44-ab3ce86deb1f,2024-03-29 07:01:27,7,9,0.9
d9672b6f-c543-4af3-8f44-64d9be17d98e,2024-03-29 09:27:00,-8,-5,0.9
c1ef8788-7277-47af-9739-290fa66f1fa5,2024-03-29 10:24:00,-7,-3,0.9
e5a9d519-ba7c-45c1-a8d1-43e664f73410,2024-03-29 13:57:00,-1,5,0.8
996a8bfb-6d95-4b45-bae0-b3c88d571999,2024-03-29 14:00:00,-3,-5,0.9
a146d429-acc6-4fdf-a8f2-140ee0b24948,2024-03-30 17:31:00,-5,-2,0.7
