document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
540b45ea-edf2-4afb-8a4b-d44c15dae9d7,2023-11-20 08:05:57,7,5,0.9
b0f164c6-acd8-43ee-8309-f41a99f05ec3,2023-11-21 05:48:00,-3,5,0.8
759b1b53-ad53-4e61-8118-c7008bfffd05,2023-11-22 10:05:41,-5,3,0.6
304be135-c852-457c-a5a4-babd8e6b78b7,2023-11-22 10:57:25,-8,-6,0.9
efbd45b1-9d3d-41d0-b327-d0a1756bbcc0,2023-11-22 14:39:00,-1,8,0.9
7c29c88b-4460-42a8-8dd6-f676222d4c6d,2023-11-22 15:48:07,-3,2,0.8
e881fe5f-aa06-498b-b205-e9eeec72456f,2023-11-23 10:05:00,-1,3,0.75
6d08574a-a94d-4c45-a09a-15bbd900166e,2023-11-24 06:39:00,-2,5,0.7
9955ac08-aed7-4982-8c6f-b031fcb65b61,2023-11-24 09:55:00,-1,5,0.8
b6a11d0d-f433-4f66-be36-c3976cd9ea6d,2023-11-24 14:50:21,-5,3,0.9
fabcaef0-1110-4ab0-9807-a0d54a000d61,2023-11-25 11:02:00,-2,3,0.6
ee25f582-88af-4575-a409-fee99a26d830,2023-11-25 12:24:00,-5,-3,0.2
