document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
93faf3ce-5941-4720-bfaf-81ddc57065f1,2023-08-14 09:12:34,-6,-8,0.85
134dd6e6-9f9c-487a-bd60-b9e6e7827b8b,2023-08-14 09:30:30,-3,5,0.8
fb2201c7-4abd-4cb4-ba72-09c135757ab7,2023-08-14 10:00:00,-3,5,0.6
bde3e5e7-02a4-4f4a-803e-f69c25f91c63,2023-08-14 11:26:31,-6,-4,0.75
7375a861-d2f2-444e-85c6-79628e24f43a,2023-08-14 12:00:00,-2,6,0.9
130a13e8-f323-4f1c-81c8-4d4904339bf6,2023-08-14 12:00:00,-4,6,0.8
f7b9c431-008f-44ef-a0bf-d53f70723fe1,2023-08-14 17:30:00,-5,1,0.6
e72e4e54-926a-4159-96e2-2f48e0c68449,2023-08-14 21:00:00,-1,5,0.6
6f53ced7-621b-4e87-80b0-b82d04f3632c,2023-08-15 03:51:00,-7,-5,0.95
7ba00b38-21cb-44a1-9b09-937fed318fa6,2023-08-15 06:34:32,-5,-3,0.8
ba506afe-2873-48c8-a7b0-2a983ecc85d7,2023-08-15 09:58:00,-7,-8,0.9
2e77537f-dde4-410f-8a9d-abb7da67c57e,2023-08-15 11:00:00,-3,6,0.9
6233609c-179d-46a6-a411-32a3a1f996e6,2023-08-15 11:43:00,-1,6,0.9
6c1b1b66-b0ea-4bff-a672-bcbc2e549be2,2023-08-15 12:27:30,-7,-4,0.9
0f8260fa-b624-4cf3-ab5f-3168cda749fc,2023-08-16 07:33:54,-8,-7,0.9
1a120dde-c5c3-4f9e-8079-88e26ac1b4a2,2023-08-16 09:02:33,-7,-4,0.9
e5d577a9-09d4-4cc2-b3cf-a753d753ba48,2023-08-16 10:00:00,8,6,0.95
e5998b41-bcb1-439c-b918-31ecd5f33f34,2023-08-16 12:34:00,-1,6,0.9
57255e89-2479-4929-a611-26f9f1b36dce,2023-08-16 13:22:00,-6,-4,0.9
2f45d0e3-62a0-4d6b-9514-cb8e94d3317b,2023-08-16 13:46:33,-2,0,0.2
891e9360-ec2b-49a2-9a81-0e6590ec9197,2023-08-16 15:07:00,-8,-7,0.9
28cd04d3-3152-4af8-9dff-fd1df19a96be,2023-08-17 07:09:17,-6,-8,0.9
83cd35ef-ee33-4949-8e84-8ae2882302ab,2023-08-17 08:20:17,0,1,0.3
760fd4b6-ed60-4c51-8ad4-d56339ce4683,2023-08-17 08:48:00,-5,3,0.6
cb0f631a-b052-420a-a8ec-02907cb0a682,2023-08-17 09:28:17,-5,-7,0.6
f1f93401-2923-48f2-9536-2f664f2b3e24,2023-08-17 12:58:00,-7,-8,0.9
e6312f0c-9eed-4661-9d04-f736443cb74b,2023-08-17 14:20:51,8,5,0.95
97a3b58c-b16a-4f6f-8c78-6928b165d46b,2023-08-18 10:50:50,-8,-5,0.9
57e9d8ab-16d3-4941-90a2-f6e4f4dcbef4,2023-08-18 12:19:56,-3,1,0.6
291bc7c9-3c04-4b29-8294-faf0650dd6d3,2023-08-18 14:00:00,-7,-5,0.9
e8ae5f83-91c1-4725-9e0e-cc2d8c9d8f57,2023-08-20 03:02:17,-6,3,0.8
a575411e-74e2-4157-bed5-3e4d4c18c433,2023-08-20 10:34:33,8,7,0.9
