document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
79c1652d-12d4-4e2d-9676-7be8ab46cc24,2022-11-01 06:05:58,-5,3,0.8
328e8f7c-b0d4-4033-a753-393401664f49,2022-11-01 07:07:34,-2,5,0.8
0d925fe9-8957-4717-b327-8c449113340b,2022-11-01 16:48:44,-1,4,0.75
57afdc83-efb2-4ac6-ba87-0e5f770231d1,2022-11-02 12:54:31,-4,2,0.65
2ca567d1-c59c-4026-9abb-632b48bb0ac9,2022-11-02 14:01:05,0,-5,0.8
e0262e1e-3318-42dd-8093-a82d89b944fd,2022-11-02 14:25:57,-3,-1,0.2
0df719e3-1778-4a7d-9000-7ce2d41b9bb0,2022-11-02 14:49:00,-8,-6,0.9
5f9a62a2-5bc8-4d03-92ce-23c113c414c1,2022-11-02 16:00:00,-1,3,0.6
4052d0fb-aa00-440a-9325-43f6b518fdc8,2022-11-02 22:36:43,0,5,0.8
b0ad7a08-a1d2-484b-80d0-110d18f4b6c5,2022-11-03 05:51:18,-5,3,0.8
7bee2d00-45ef-49bc-8a24-7f0c9f2815f6,2022-11-03 13:00:00,-5,3,0.6
d71eb3b1-38de-449a-b6c2-71688e227d71,2022-11-03 13:06:11,-1,0,0.1
7da16a99-9719-4799-9ce9-754477bb5f99,2022-11-03 17:48:37,-5,-3,0.8
0d6ee01a-3fa4-4df9-9df6-ad9db0f833ce,2022-11-03 18:23:24,-5,-4,0.9
6d29e172-6e3a-431f-bc32-e1eae2780ef1,2022-11-04 04:00:00,-1,6,0.9
3042d4da-4db2-409c-ae64-6f2e3ed3325d,2022-11-04 06:00:00,-3,-5,0.6
24759962-4201-4b3e-ac3c-33bb9318172a,2022-11-04 06:34:00,-6,-8,0.9
3545b014-111c-42ab-a81f-1878e114750e,2022-11-04 13:35:50,-1,5,0.8
7a8c76b5-5fe7-4c00-9a39-b8f9c997a64b,2022-11-04 14:57:09,-1,6,0.75
4196d4a2-7576-4e97-88a1-dd682fe17add,2022-11-05 17:24:50,-1,7,0.9
a485096a-57cb-4ada-aa04-7ee8904575b3,2022-11-06 10:58:42,-2,-4,0.7
