document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
7fbe5912-d7f9-4533-9fe5-b99dcee0fcf8,2023-01-23 14:58:33,3,6,0.8
338e45b5-b94f-4ecd-a01d-e92b135c0545,2023-01-24 08:25:52,-5,4,0.75
c9d4a673-aa76-44ba-a88f-5efbfe619762,2023-01-24 10:22:01,-7,-5,0.9
d9d08003-285f-4a86-ab66-6d64638e2336,2023-01-24 14:21:33,-1,4,0.75
ef2939e7-9f10-4e1d-b096-6438e75c6286,2023-01-24 15:38:16,-5,-7,0.9
79406fcf-f7a8-4b37-994a-6ebf9b91ae41,2023-01-24 16:02:36,-1,5,0.9
691bf673-1252-40e5-9a47-4e60d32f03ae,2023-01-24 17:40:00,-8,-7,0.95
31e6c415-1257-4f91-8582-dd624db21c2c,2023-01-24 23:00:00,-1,5,0.9
56d92d36-588b-4b6b-8816-dedf5c27e0d1,2023-01-25 10:55:51,-2,0,0.4
6e4d14d9-9af4-4795-a44f-a72dcdf9ef61,2023-01-25 13:51:43,0,5,0.6
ca1b881d-d855-484e-8e99-2b47520fa349,2023-01-25 14:40:19,-3,7,0.9
fbe6506e-1dce-44e5-9da5-34de3a11b825,2023-01-25 15:53:08,-1,5,0.9
abeeada9-7654-4eb4-974d-4b3edb547843,2023-01-25 15:55:39,-1,7,0.85
590dc9e8-88ae-4cc0-8bcc-126ef04a5c77,2023-01-25 16:48:44,-3,5,0.9
5a42586b-8136-4384-b490-5a720cb1ea52,2023-01-25 18:54:32,-4,6,0.9
d65f18d1-1ff0-42cb-99f6-82f1fbef6367,2023-01-26 07:04:01,-8,-5,0.95
a2895bff-3bce-42e9-bbb4-87800ea84c5c,2023-01-26 12:20:00,-7,-3,0.8
2704a50b-667d-48cc-9e25-d37fdb5b6309,2023-01-26 13:35:17,-3,2,0.8
d54beb66-26d7-4225-b73f-8d1e48224c41,2023-01-26 16:09:39,-5,-7,0.8
6465175f-2e92-4c75-9de1-60dc4910a9b3,2023-01-26 16:50:37,-5,-7,0.9
a8f83e1a-48c9-4950-b4f4-c4d4597bffb0,2023-01-26 18:15:00,-4,6,0.6
617e5eec-ce4d-49be-a9da-d2af244eaab2,2023-01-26 18:52:39,-5,-7,0.8
637741c7-da04-43d2-b31a-b20c0118e4a4,2023-01-26 20:38:27,-5,-4,0.6
78a4379a-b3b3-4bbe-b27b-7229a54c84a6,2023-01-27 08:54:15,-7,-3,0.85
d2cfb105-172e-4aec-bda5-c399ab2a99bc,2023-01-27 17:53:11,-2,5,0.6
a55b0084-4be7-4c25-931a-0648cf53603a,2023-01-28 00:43:30,-5,3,0.9
d4244373-9cbc-4de2-b600-c26e30fedac8,2023-01-28 18:42:23,-6,-4,0.8
c778b12e-6373-468b-bb1a-3d5786dc87a8,2023-01-29 10:18:00,-1,5,0.7
c7a5e599-1296-4ae9-89b3-2427152d668e,2023-01-29 14:35:24,-8,-6,0.9
