document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
aa9a894f-76d5-4d45-ad12-79f65bb6c4c4,2023-07-24 06:00:00,-8,4,0.9
0275befc-24db-4563-af2c-b1be07ee748e,2023-07-24 11:05:37,-9,-5,0.9
ea10b04d-74f9-4595-9a45-0a6b80c8240e,2023-07-24 14:30:00,-1,8,0.9
e232efbe-62ba-4395-8df0-8e76107b1493,2023-07-24 20:18:02,4,8,0.9
e2cf9797-b93b-40ab-aa74-45316d6c36eb,2023-07-25 02:20:09,-2,5,0.8
6a7a513a-24d9-456e-b29c-1dd46f375399,2023-07-25 06:03:13,-5,6,0.9
f9744191-9afa-4cb6-8f2a-17f9f948a542,2023-07-25 13:00:12,-5,-3,0.7
326a8ee2-ce04-481e-8586-2f519f9b9c42,2023-07-25 13:28:44,-4,5,0.8
5b6691f5-ec3f-45c6-a298-f3c507be6e02,2023-07-25 13:30:00,-4,2,0.75
b06e64c2-2c36-4a4c-a60e-4a5cc08e8835,2023-07-25 13:33:46,-5,3,0.75
e2e29de9-2b9c-4a43-98b3-f83e8dc69aa4,2023-07-25 15:56:27,-2,6,0.8
ee806b2a-5821-4a55-b2a0-bff36f715748,2023-07-25 20:27:34,-2,5,0.6
bda31fd5-a959-43c8-aff8-1f5378844036,2023-07-25 22:00:00,-1,5,0.8
d13b573e-e738-4b71-848a-60810559b794,2023-07-26 05:14:34,-5,2,0.6
19479a2a-4979-4553-b893-5d0f68cf95df,2023-07-26 06:33:00,-5,-8,0.9
fbc18f40-31aa-4432-9d0f-dac9d4302553,2023-07-26 07:27:54,-4,2,0.7
dddd185d-ecb8-4cd4-8927-3f4b757b6a5d,2023-07-26 07:45:00,0,-7,0.6
08bf2581-d15e-46cd-9514-bd4052264dc1,2023-07-26 08:13:51,-1,3,0.8
f5ac7ece-38a7-4860-a6f8-9d78f86b5ec3,2023-07-26 09:27:36,-5,-8,0.95
fdbe741d-fd49-49a8-b5e5-f0da5b6e033c,2023-07-26 11:10:43,-8,-5,0.9
cc2307ac-8a74-445b-8d53-e27c5d150ecd,2023-07-26 11:42:30,-5,-7,0.8
52111b04-dbc2-4016-8278-6a9b50a35d86,2023-07-26 14:12:09,-2,1,0.4
d905a751-61cb-4777-8eae-ecb357ab4ed1,2023-07-26 15:28:00,-9,-8,0.95
0c9507e7-e6fd-4c10-a2dd-a9f35e49218b,2023-07-27 07:53:20,-8,-3,0.9
ca1ca687-2e35-4730-b6e0-4f04b25d1bf6,2023-07-27 11:34:48,0,-5,0.8
9bb56898-4259-4c74-8d06-4f65d3734c02,2023-07-27 14:52:12,8,6,0.9
419759d9-9b51-44e9-9084-86b3d65d4afd,2023-07-27 17:11:00,-5,3,0.65
3a713a04-a05b-4729-8b6a-d57a69d97255,2023-07-28 07:28:36,-5,-7,0.9
9e0f43eb-e0e0-41a3-9eb0-6a01098fc92e,2023-07-28 08:28:00,-3,-5,0.6
c8cfff35-1da7-433f-9008-c1f280eaafc7,2023-07-28 13:59:00,-8,-6,0.9
9363d924-4c14-409d-a3f3-d91412a9759c,2023-07-28 15:28:58,-6,-4,0.9
764a640a-fb70-4f27-a2f5-911e334180bc,2023-07-28 16:07:16,-2,1,0.6
1531ebbe-cca3-4143-9494-41fd423ff411,2023-07-30 09:55:34,-5,3,0.75
261072c5-62d6-4b6a-b4f3-cf9e796c4479,2023-07-30 22:17:35,-4,7,0.9
