document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
c02507c5-e640-46c0-b477-5c354982fb26,2023-10-23 08:18:00,-6,-8,0.9
e877755a-d517-4200-abaa-9f9d655756f0,2023-10-23 09:27:00,-5,-7,0.9
cb9a969e-f05e-43d9-b219-2ac6f33e4d6b,2023-10-23 12:15:24,-8,-6,0.95
b357ddb5-8f13-48f4-983b-07dede81f50d,2023-10-23 12:51:02,-7,-4,0.9
9cf7955e-e62d-42b1-8035-39165700091e,2023-10-23 13:28:00,-2,7,0.9
07b41f5b-ae5e-4a9c-98da-436993e523f7,2023-10-23 13:41:38,-5,-8,0.9
afd3d8e9-24a6-409d-a455-b20091c1df98,2023-10-23 19:15:03,-1,5,0.6
cc28a924-138c-4f1d-b0d7-f9941cc70d73,2023-10-24 06:00:00,-8,-5,0.9
911073be-0de6-422d-8861-10dafc817d84,2023-10-24 07:25:00,3,5,0.9
ef64d3e0-a9c1-4f69-b27f-c15cc4290771,2023-10-24 08:57:51,-2,5,0.8
682c1df0-7c43-4dd4-a0fa-6a793a8fbb19,2023-10-24 09:19:52,-5,-3,0.9
424dc821-6c91-471a-b9de-b97883cd5091,2023-10-24 09:28:00,-9,-8,1.0
de13ca61-d12b-4737-a823-d96aabbb1eec,2023-10-24 13:19:42,-1,5,0.8
6955f0a2-fa35-46cd-8e9f-481b9f8b6048,2023-10-24 14:12:14,-5,6,0.8
5288814b-f6b2-489b-a2fb-417d643581af,2023-10-24 17:25:00,-2,5,0.8
bad9a932-1aa1-4ee6-814b-2b0238266013,2023-10-24 20:15:09,-2,3,0.6
b2786243-0ea5-4c23-a453-769d553ba257,2023-10-25 08:35:52,-1,5,0.9
138b86d6-92ce-4f06-9303-b4694d4b5eec,2023-10-25 09:22:28,7,5,0.9
69088276-2b1f-4d22-8a94-31aaadafff16,2023-10-25 11:21:37,-5,-3,0.8
f693fb82-e8f8-456e-b4fa-41c0b0a024d9,2023-10-25 15:50:00,-9,7,0.95
f4b304fb-352d-4b78-8a5e-7e42942ebfc9,2023-10-25 16:22:50,-5,-2,0.6
9c22d288-c893-4f74-b1ee-9173f6fbe7f8,2023-10-26 06:35:24,-8,-5,0.9
12b39233-e1bc-40a8-b20f-6786daaedb19,2023-10-26 09:55:34,-8,-6,0.95
7397c967-b7ed-470e-9b0c-d1bfde60f559,2023-10-26 10:10:32,-1,7,0.85
48e13f4b-50d9-468a-a987-b2057020e6ed,2023-10-26 11:55:01,-7,-5,0.9
5f7506e4-2f0d-4b09-a12c-cece81b64c44,2023-10-26 12:54:10,-7,-5,0.9
bfbc607c-cdb6-4dc6-aabe-b1d5a29af0c0,2023-10-26 13:49:51,-7,4,0.8
9679337e-837b-4e40-aa79-434427b2d104,2023-10-26 15:06:00,-7,-5,0.9
071e2598-4ea2-4d10-badf-9cac960611eb,2023-10-26 16:46:00,-2,6,0.6
a7f3633e-080c-44bb-9de9-6673e9f63f70,2023-10-26 16:49:22,-7,3,0.9
6c7aa8f7-8784-4d50-be11-d2c0b235337c,2023-10-26 17:01:22,-8,-5,0.9
2a8cd17b-882e-4d9e-b3a5-50f9db79671a,2023-10-27 04:04:10,-2,1,0.4
4aafd001-e2ae-4926-b745-efc91da0076c,2023-10-27 09:10:07,-5,2,0.6
4b2651ce-74da-47eb-984f-5a3153c34202,2023-10-27 13:19:10,-4,-6,0.8
feb28922-556f-4947-bb4f-345454864f59,2023-10-27 17:18:15,-5,1,0.75
a8619063-7452-43c0-8f51-cf18be9e1418,2023-10-27 18:31:12,-5,2,0.8
441b0a9e-6cd8-478d-b2c1-a3a2e1d0d43d,2023-10-28 17:30:34,-5,3,0.6
