document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
79c1652d-12d4-4e2d-9676-7be8ab46cc24,2022-11-01 06:05:58,-4, -2, 0.6
328e8f7c-b0d4-4033-a753-393401664f49,2022-11-01 07:07:34,0, 0, 0.1
0d925fe9-8957-4717-b327-8c449113340b,2022-11-01 16:48:44,0, 0, 0.1
57afdc83-efb2-4ac6-ba87-0e5f770231d1,2022-11-02 12:54:31,0, 0, 0.1
2ca567d1-c59c-4026-9abb-632b48bb0ac9,2022-11-02 14:01:05,0, -3, 0.3
e0262e1e-3318-42dd-8093-a82d89b944fd,2022-11-02 14:25:57,0,0,0
358f4e18-6413-47f0-9142-fc59d548bbb6,2022-11-02 14:49:00,0, 0, 0.1
4052d0fb-aa00-440a-9325-43f6b518fdc8,2022-11-02 22:36:43,-4, -6, 0.7
a2a8a53d-457a-4081-848c-08862ce1869b,2022-11-03 03:20:04,2, 5, 0.75
7ee93ca3-2c95-42be-910e-8b991daabbe4,2022-11-03 07:00:00,2, 5, 0.7
5181127c-f9a4-4453-a8a2-d645cacfb46a,2022-11-03 07:00:00,7, 8, 0.9
624ceb90-4f76-4688-be58-4f6e633e060f,2022-11-03 08:46:46,3, 5, 0.6
7bee2d00-45ef-49bc-8a24-7f0c9f2815f6,2022-11-03 13:00:00,0,0,0
7da16a99-9719-4799-9ce9-754477bb5f99,2022-11-03 17:48:37,0, 0, 0.1
0d6ee01a-3fa4-4df9-9df6-ad9db0f833ce,2022-11-03 18:23:24,0, -4, 0.2
e50af114-9710-4a60-9a9a-5241c7d16406,2022-11-04 06:00:00,0, 0, 0.1
3545b014-111c-42ab-a81f-1878e114750e,2022-11-04 13:35:50,0, 0, 0.1
4196d4a2-7576-4e97-88a1-dd682fe17add,2022-11-05 17:24:50,0, 0, 0.1
a485096a-57cb-4ada-aa04-7ee8904575b3,2022-11-06 10:58:42,0,0,0
