document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
7313b557-11a8-4f6d-8b18-690b59180061,2022-11-14 14:10:00,0, 0, 0.1
4ef54fd5-e096-4de6-9e25-46174b9d87a6,2022-11-14 14:58:41,3, 5, 0.7
8c174322-03b7-4860-ada9-65bf6509bd43,2022-11-14 19:54:22,0,0,0
b6e2a798-fb40-4b5b-87f0-860092d6a427,2022-11-15 06:29:12,0,0,0
c8a2529c-ce34-4855-91ba-9fce78867205,2022-11-15 07:23:22,0, 0, 0.1
31c1bd7f-8a22-4b84-b241-d6a4886bfedd,2022-11-15 08:09:00,-6, -4, 0.6
11f08d75-7697-4919-8bb0-d41ea89ca059,2022-11-15 09:17:15,0, 0, 0.1
5dbfb9bb-c808-42b7-8045-ebbbc6c000cf,2022-11-15 12:24:07,2, 5, 0.6
eaad050f-6c11-4cf1-89c7-8cea7757a37a,2022-11-15 12:26:21,0, 0, 0.1
2c9720d9-6c62-4766-9212-c23caa6a2162,2022-11-15 12:59:00,6, 8, 0.75
e0f79907-c2f0-47a2-bb7a-84a95f145d2b,2022-11-15 13:06:00,0,0,0
7555fcf6-1191-41c4-b675-5ea1d6271bda,2022-11-15 13:31:26,0, 0, 0.0
2b5e66de-c273-493b-a875-615b787090c1,2022-11-15 13:45:35,-6, -4, 0.75
70a03728-3555-405a-b34f-af27eea9599f,2022-11-15 16:50:00,0, 0, 0.1
bc5a2140-14c7-4907-ad34-d29e6e875c14,2022-11-15 18:26:12,0, -3, 0.1
179bda73-080d-4456-b80a-2f18ac1cfff8,2022-11-15 19:14:26,0, 0, 0.1
ed0ab149-4bef-446e-b250-c6f13fd4a85c,2022-11-16 03:03:08,0, 1, 0.2
c505cd3a-40b6-4baa-ba62-20de6b2e3b0c,2022-11-16 11:17:39,0, 0, 0.1
910c0c30-b86f-4f18-8394-92b6b964e1a0,2022-11-16 15:35:54,0, 0, 0.1
d4625ce9-a8e2-4f2d-a59d-5620f5af9d0c,2022-11-16 17:40:41,0, 0, 0.2
004ea0c0-3616-40eb-b293-a963d77ed02b,2022-11-17 06:53:00,0, 0, 0.1
1a28a4ee-90a5-4bdc-83ae-8bb11aa0d79a,2022-11-17 15:38:51,0, 0, 0.1
eea9dfbd-8a87-419a-b7bc-38236abcc6ad,2022-11-17 16:46:00,0, 0, 0.1
0d34b826-6206-4e47-84a5-9f2e24db20d2,2022-11-17 17:26:28,0,0,0
54f35aa6-84a8-451e-af65-854622008152,2022-11-18 06:20:17,0, -4, 0.2
82224f5d-5e08-4614-9cb5-88881a04d6d5,2022-11-18 10:15:16,0,0,0
dd1dedef-be64-42ce-9544-a03dfff119b7,2022-11-18 11:13:00,0, 2, 0.3
eda5ee9d-524a-4e64-a50b-d133200600e9,2022-11-18 16:37:20,0, 3, 0.6
f274f501-2e7c-481d-9c5a-f5179cd3e6e2,2022-11-18 18:47:41,0,0,0
cce739d5-83f4-4ccb-a35d-805c46aa6ec0,2022-11-19 12:51:50,0, 0, 0.2
be8ae320-545a-4ec0-9c64-34727222bf1e,2022-11-19 14:48:48,0, 0, 0.1
50494c81-52a2-4596-aeb0-7503dfd19813,2022-11-20 13:06:01,0, 0, 0.1
