document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
3631ae48-2686-46e6-83e3-b3a4aceee0bd,2022-12-05 01:30:00,0, 0, 0.1
c2993bfc-3c08-4386-9b7a-fe99eedf8d1c,2022-12-05 07:00:00,0, 0, 0.2
ac3899c1-da71-40b3-b5c7-8ab7637263d3,2022-12-05 10:09:25,0, 0, 0.1
673012a6-047d-4a37-b1a0-7b8b9e37b217,2022-12-06 06:55:06,3, 6, 0.75
f38e63a3-6d05-47ef-91f7-aa537b8e235e,2022-12-06 06:57:00,2, -3, 0.4
d355a47e-ca21-4df6-b9db-864980451b58,2022-12-06 11:46:39,0, 2, 0.3
5fa198e6-35b5-4a35-83a3-353845fd5bd1,2022-12-06 12:00:00,0, 0, 0.1
91dafee0-291e-4979-8c06-73531c36f54b,2022-12-07 02:47:00,0,0,0
e2e5ef41-6ad1-43cf-a19a-c9a1fa1f0f93,2022-12-07 08:00:00,5, 7, 0.75
5fe2f650-ca2b-4295-934c-811f01a780cf,2022-12-07 10:53:35,0, 1, 0.15
f7561847-8f40-41dd-ae09-c554a76bb042,2022-12-07 10:59:25,0,0,0
cb7a6335-0c08-469f-8200-4506d8db6903,2022-12-07 12:17:50,1, 3, 0.4
31141a42-64b3-4442-8115-568c073ca237,2022-12-07 12:56:22,0,0,0
aa0a7bd2-f003-4af7-963b-2368ba2fbacd,2022-12-07 14:32:56,0, 0, 0.1
95d35207-2ceb-4933-a138-afabe5002709,2022-12-07 16:26:13,0, 0, 0.1
cec0c279-044d-445f-b47c-9deab21921a4,2022-12-07 17:01:30,1, 3, 0.3
9d62e46b-8e91-481f-95f8-78ad38a5096a,2022-12-08 11:27:22,0, 0, 0.1
4db88c16-e4c0-4388-92f2-de5956164f2d,2022-12-08 11:32:49,0,0,0
4dd12e62-98b4-4c91-a1ae-2e225bf2aea1,2022-12-08 14:22:25,0,0,0
3f264ee2-e535-41f9-8299-04af4aec72f1,2022-12-09 10:00:21,0, 0, 0.1
762d6b5a-9556-45a9-9fda-80058ccf0210,2022-12-09 12:46:53,0, 0, 0.1
a80d4ddb-f1be-42d3-a31f-1948085e9218,2022-12-09 13:30:24,0, 0, 0.0
e2661a42-beb0-4d03-a276-2cefff1d15cb,2022-12-10 16:25:51,-7, -5, 0.75
