document_id,date,short_term_sentiment,long_term_sentiment,relevancy_factor
22b5adbc-912c-4369-85b9-468564d76884,2022-11-28 05:58:37,0, 0, 0.1
90673684-85c4-406e-9750-1b92861d7182,2022-11-28 09:11:00,0,0,0
d102888b-08e7-4893-b988-950e0450f30d,2022-11-29 02:08:59,0, 0, 0.1
0505a800-ebd8-4fb5-ac2c-89783d069aa4,2022-11-29 04:10:35,0, 0, 0.2
b57c3ea3-ff71-445a-9f51-2794af9cff3c,2022-11-29 09:33:41,0, 0, 0.2
7357ffa2-0482-42de-94d2-369bfaba960b,2022-12-01 09:02:30,0, -2, 0.3
f336442a-c9e1-4606-8c9d-6a458281424d,2022-12-01 09:24:15,0,0,0
0c988a1f-99f2-4388-b88f-daa2f5d8f556,2022-12-01 12:38:03,-3, -1, 0.6
b4d9c118-4e55-4939-9c92-114c5f568826,2022-12-01 13:19:45,1, 6, 0.3
c4eaf5c8-766c-4ee0-9681-a637960edf97,2022-12-01 19:12:41,0, 0, 0.1
756eb1ba-c7ed-4947-b3de-ed510f0a5e77,2022-12-02 07:05:00,0, 0, 0.2
789aa12b-1f9e-47f4-9612-e2c1ffe1645b,2022-12-02 13:13:21,0,0,0
12a61fe7-3c5d-4a6a-a90b-5f80880ac397,2022-12-02 14:36:52,0, -3, 0.7
8b3ac42a-f5b4-48bb-8ca9-b8b0b986bd3d,2022-12-02 15:00:00,0, 0, 0.1
dac44029-e4e3-4371-873b-c8be44ce405d,2022-12-02 16:42:00,0, 2, 0.2
c3bdba4c-e1f1-4b1c-ae81-046b8ac2c220,2022-12-02 20:11:51,0, 0, 0.1
aac8303a-2299-4567-b4d2-e47b518fda8f,2022-12-04 19:11:34,0, 0, 0.1
